FOLIO,VIV_SEL,HOGAR,N_REN,P3_1_1,P3_1_2,P3_2,P3_3,P3_4,P3_5,P3_11,P4_1,P4_2_1,P4_2_2,P4_2_3,P4_2_4,P4_2_5,P4_3,P4_5,P4_6_1,P4_6_2,P4_6_3,P4_6_4,P4_6_5,P4_6_6,P4_7_1,P4_7_2,P4_7_3,P4_8_1,P4_8_2,P4_8_3,P4_8_4,P4_8_5,P4_8_6,P4_9_1,P4_9_2,P4_9_3,P4_9_4,P4_10,P5_1_1,P5_1_2,P5_1_3,P5_1_4,P5_1_5,P5_1_6,P5_4_1,P5_4_2,P5_4_3,P5_4_4,P5_4_5,P5_4_6,P5_4_7,P5_4_8,P5_4_9,P5_23,P6_1_1,P6_1_2,P6_1_3,P6_1_4,P6_1_5,P6_2_1,P6_2_2,P6_2_3,P6_2_4,P6_2_5,P6_2_6,P6_2_7,P6_2_8,P6_2_9,P6_17,P7_1_1,P7_1_2,P7_2,P7_4,P7_5,P7_7_1,P7_8_1_1,P7_8_1_2,P7_8_1_3,P7_7_2,P7_8_2_1,P7_8_2_2,P7_8_2_3,P7_7_3,P7_7_4,P8_1,P8_2,P8_3,P9_1,P9_8_1,P9_8_2,P9_8_3,P9_8_4,P9_8_5,P9_8_6,P10_1,P10_4,P10_7,P11_1_1,P11_1_2,P11_1_3,P11_1_4,P11_1_5,P11_2_1,P11_2_2,P11_2_3,P11_2_4,P11_3_1,P11_3_2,P11_3_3,P11_3_4,P11_3_9,P12_1,P13_1,P13_2,P13_3,P13_4,P14_1,P14_2_1,P14_2_2,P14_2_3,P14_2_4,TLOC,REGION,SEXO,EDAD,EST_DIS,UPM_DIS,FAC_ELE
45,1,1,1,2,6,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,3,2,2,3,1,1,2,2,1,3,3,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,2,1,2,2.0,2.0,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,3,3,2,2,2,2,1,3,1,39,4,11,2422
46,3,1,4,6,3,6,2,2,4,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,1,,,2,2,1,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,3,1,2,2,2,2,1,3,1,19,4,11,4843
47,1,1,4,8,4,6,2,2,4,1,2,2,2,2,2,2,2,2,2,1,1,3,2,3,1,1,1,3,1,3,3,2,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,2,1,1,,,2,2,1,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,3,3,2,2,2,2,1,3,2,23,5,12,9062
48,2,1,2,2,5,5,2,2,5,1,2,2,1,1,2,2,2,2,1,1,2,1,1,3,1,1,1,3,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,3,2,2,2,1,2.0,2.0,1.0,1,2.0,1.0,1.0,1,1,2,2.0,1.0,2,1,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,3,2,1,2,2,2,1,3,2,66,5,12,3625
49,3,1,1,6,3,5,2,2,1,1,1,2,2,2,2,1,1,2,1,1,2,3,3,2,1,1,1,3,2,3,2,1,1,1,1,2,2,4,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,7,4,1,1,2,1,2.0,2.0,1.0,1,2.0,1.0,1.0,1,1,1,,,1,2,1,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,3,2,2,1,1,2,1,3,1,56,5,12,6778
50,4,1,3,6,3,6,2,2,1,1,2,2,1,2,2,2,1,2,1,1,1,2,2,2,1,1,1,3,1,1,3,2,1,2,1,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,1,2,2,1,2.0,2.0,1.0,1,2.0,1.0,1.0,1,2,1,,,1,1,1,2,2,1,2,1,1,1,1,1,1,1,9,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,1,3,1,57,5,12,6778
51,5,1,3,8,4,6,2,2,4,1,2,2,2,2,2,2,1,2,1,1,3,1,3,3,1,2,1,3,3,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,2,1,2,2.0,2.0,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,3,2,2,2,2,2,1,3,1,24,5,12,5084
52,1,1,2,2,6,6,2,2,6,2,2,2,2,1,2,2,1,2,1,1,2,1,1,2,1,1,2,3,2,2,3,1,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,7,7,2,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,2,2.0,2.0,1,1,1,2,2,2,9,2,1,1,9,1,2,2,9,1,2,2,2,1,2,2,2,2,2,1,1,1,3,1,1,2,2,2,1,3,2,63,4,13,2703
53,2,1,1,8,3,6,2,1,1,1,2,2,2,1,2,2,2,2,1,1,3,2,3,2,1,1,1,3,3,1,1,1,2,2,1,2,2,4,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,1,2,1,2.0,1.0,2.0,1,2.0,1.0,2.0,1,2,2,2.0,2.0,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,3,1,2,1,2,2,1,3,2,36,4,13,1352
54,3,1,2,8,1,6,2,2,1,1,1,1,1,1,2,2,1,2,3,2,3,1,3,1,1,1,1,3,3,2,2,1,1,1,1,2,2,5,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,2,1,2,2.0,2.0,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,3,2,2,2,2,2,1,3,2,28,4,13,4055
55,4,1,2,8,4,5,2,2,1,1,2,2,2,1,2,2,1,2,1,1,3,1,3,2,1,1,1,3,1,2,3,1,1,1,2,2,2,5,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,1,,,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,3,2,2,1,2,2,1,3,2,39,4,13,2703
56,5,1,2,6,2,5,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,3,1,1,2,2,3,1,3,3,3,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,2.0,2,2,2,2,1,1,2,2,2,2,9,9,9,9,1,2,2,2,2,2,2,2,2,1,1,1,2,1,3,1,2,2,2,2,1,3,2,50,4,13,2703
57,1,1,2,3,3,5,2,2,1,1,2,2,1,2,2,1,2,2,1,1,1,1,9,3,1,1,1,1,1,1,3,3,3,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,3,7,7,1,2,1,1,2.0,2.0,1.0,1,2.0,1.0,1.0,1,2,2,2.0,2.0,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,9,2,3,2,2,2,2,2,1,3,2,31,4,14,2486
58,2,1,1,6,3,4,2,2,1,1,2,2,2,1,2,2,1,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,5,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,2,2,1,2.0,2.0,1.0,1,2.0,1.0,2.0,1,2,2,2.0,2.0,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,9,9,1,1,1,1,2,2,1,3,1,68,4,14,1162
59,3,1,1,8,5,5,2,2,1,1,1,1,2,1,2,2,2,1,1,1,3,1,3,1,1,1,1,1,3,1,2,1,1,2,2,2,2,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,1.0,1.0,1,1,2,2.0,2.0,1,2,1,1,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,3,3,3,2,1,1,1,2,1,3,1,51,4,14,3486
60,5,1,1,8,5,5,2,2,1,1,2,2,1,1,2,1,2,1,2,2,2,1,1,3,1,1,1,3,1,1,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,7,7,1,1,1,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,1.0,2,2,2,2,2,1,2,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,1,2,1,3,2,2,2,2,2,1,3,1,67,4,14,2324
61,1,1,1,0,0,5,2,1,8,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,2,1,1,1,1,2,3,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,2.0,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,9,9,9,2,1,2,2,2,1,3,1,86,3,15,3184
62,2,1,1,3,3,4,2,2,6,1,2,1,1,1,2,2,1,2,1,1,2,3,3,3,1,1,1,3,3,1,3,2,1,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,1,,,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,1,3,1,2,2,2,2,1,3,2,64,3,15,1702
63,3,1,4,8,1,6,2,2,1,1,2,2,1,2,2,2,1,2,1,1,3,1,3,1,1,1,1,3,2,1,2,1,1,2,2,2,2,5,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,1.0,1.0,2,2,2,2.0,2.0,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,3,2,2,1,2,2,1,3,1,21,3,15,9551
64,4,1,2,8,5,6,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,3,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,2,2.0,1.0,1,2,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,3,1,1,1,2,2,1,3,2,47,3,15,3405
65,5,1,3,3,3,1,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,1,3,3,1,2,2,1,2,2,3,2,3,2,1,2,2,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,1,,,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,3,2,2,2,2,2,1,3,1,31,3,15,4775
66,1,1,1,4,3,3,2,2,1,1,1,2,1,1,1,2,2,2,1,1,3,1,1,2,1,1,1,1,3,1,1,2,2,2,2,2,2,5,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,1,,,2,1,2,2,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,3,1,1,1,2,2,1,3,2,58,4,16,1432
67,3,1,3,6,3,6,2,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,2,1,1,2,1,3,1,2,3,1,2,1,2,2,3,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,3,2,2,2,2,2,2,1,3,2,18,4,16,4297
68,4,1,2,6,3,5,2,2,1,1,2,2,2,1,2,2,2,2,1,1,2,1,1,3,1,1,1,1,3,1,1,3,1,1,1,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,2,2.0,2.0,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,3,2,3,1,2,2,2,2,1,3,2,53,4,16,4297
69,5,1,1,2,6,4,2,1,5,2,2,2,2,2,2,2,1,2,1,1,3,3,1,3,1,1,2,8,2,3,3,3,3,2,2,2,2,9,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,1,2,2,2.0,2.0,2,1,1,2,1,2,2,2,1,2,9,9,2,1,2,2,2,2,2,2,2,2,2,1,1,9,9,9,3,1,1,2,2,2,1,3,2,75,4,16,1432
70,1,1,2,3,3,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,3,2,2,2,1,2,1,2,2,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,1,2,1,2,1,1,2,2,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,3,1,1,1,2,2,2,2,1,3,1,34,3,17,4711
71,3,1,2,2,6,2,2,1,1,2,2,2,1,1,2,2,1,2,1,1,3,2,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1,9,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,1,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,3,2,2,1,1,2,1,3,1,57,3,17,3141
72,4,1,3,3,3,2,2,2,5,1,2,2,2,2,2,2,1,2,1,1,2,2,3,2,1,2,2,3,2,1,2,1,1,1,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2.0,2.0,1.0,1,2.0,2.0,1.0,2,1,2,2.0,2.0,1,2,2,2,1,1,9,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,3,2,30,3,17,5039
73,5,1,1,9,3,3,2,2,6,1,2,2,1,1,2,2,1,2,1,1,3,2,1,2,1,2,1,3,3,1,3,2,2,2,2,2,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,2,2.0,1.0,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,3,3,1,1,1,1,2,1,3,1,54,3,17,3141
74,1,1,2,2,6,5,2,2,8,2,2,2,1,2,2,2,1,2,2,1,2,1,3,2,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,2,2.0,2.0,2,1,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,3,2,2,2,2,2,1,3,2,53,4,18,2563
75,2,1,3,3,3,6,2,2,1,1,1,2,1,1,2,2,1,2,3,2,2,3,3,3,1,1,1,3,1,3,3,1,1,2,1,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,1,1,2,2,1,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,3,3,3,2,2,2,2,1,3,1,29,4,18,3595
76,3,1,2,3,3,5,2,2,5,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,2,3,1,1,3,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,2,2,2,2,2,1,3,2,30,4,18,2563
77,4,1,2,3,3,5,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,7,2,2,1,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,2,2.0,2.0,2,9,9,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,3,2,2,2,2,2,2,1,3,2,27,4,18,2563
78,5,1,1,2,6,4,2,2,6,2,2,2,2,2,2,2,2,2,1,1,2,2,1,3,1,2,1,1,3,2,2,3,3,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,1,2,2,2.0,2.0,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,2,3,1,1,2,2,2,1,3,2,63,4,18,2563
79,1,1,1,6,3,5,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,3,3,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,1,1,2,1,2.0,2.0,1.0,1,2.0,1.0,1.0,1,1,1,,,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,3,1,38,4,19,2474
80,2,1,1,4,2,1,2,1,6,1,1,2,1,2,2,2,1,2,1,1,3,3,1,2,1,1,1,3,1,1,3,9,1,2,2,2,2,9,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,2,2.0,2.0,2,1,1,2,2,1,2,2,1,2,1,1,1,9,1,2,2,9,2,2,2,2,2,1,2,1,1,9,9,1,2,1,2,2,1,3,1,78,4,19,1237
81,3,1,1,6,3,5,2,2,1,1,2,2,2,1,2,2,1,2,1,1,9,1,1,1,1,1,1,3,3,1,3,1,1,1,1,2,1,3,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,7,7,2,1,2,1,2.0,2.0,1.0,1,2.0,1.0,2.0,1,2,2,2.0,2.0,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,3,3,1,2,1,1,2,2,1,3,1,54,4,19,2474
82,4,1,1,3,3,5,2,2,1,1,2,2,2,2,2,2,2,2,3,1,3,3,1,3,1,2,2,3,1,3,3,3,3,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,2,2.0,2.0,1,1,1,2,2,2,2,2,1,2,1,2,9,1,1,2,2,2,2,1,2,2,2,2,1,1,2,1,3,2,1,1,2,2,1,3,1,58,4,19,2474
83,1,1,1,3,3,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,3,2,1,1,2,1,1,2,3,3,2,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,2,2.0,2.0,2,9,1,1,2,1,2,2,2,1,1,1,1,2,9,2,2,2,2,2,2,1,2,2,1,1,1,1,3,2,2,1,2,2,1,3,1,32,4,20,2544
84,2,1,1,9,2,6,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,3,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,7,3,1,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,1,,,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,3,1,1,1,2,2,1,3,1,32,4,20,1272
85,3,1,4,3,1,6,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,9,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,2.0,2,2,2,2,2,1,2,2,2,2,9,9,9,9,9,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,3,1,24,4,20,5088
86,4,1,1,2,6,2,2,2,5,2,2,2,1,1,2,2,2,2,1,2,3,1,1,3,1,1,9,3,3,1,3,3,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,2,1,2,2.0,2.0,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,3,1,2,2,2,2,1,3,2,59,4,20,2721
87,5,1,1,6,2,6,2,2,1,1,1,1,1,1,2,2,1,2,1,2,3,1,1,2,1,1,1,3,3,1,1,2,2,1,1,1,1,3,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,3,2,25,4,20,1361
88,1,1,4,3,3,1,2,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,3,3,1,1,1,1,1,3,3,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,2,1,2,2.0,2.0,2,9,1,9,9,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,9,9,3,2,2,2,2,2,1,3,1,18,3,21,10981
89,2,1,1,2,6,5,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,1,1,3,3,1,3,3,3,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,3,2,1,1,2,2,1,3,1,54,3,21,5490
90,3,1,3,8,5,6,2,2,1,1,2,2,2,2,2,2,1,2,1,1,3,1,2,2,1,1,1,3,2,2,1,2,3,1,1,2,2,9,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,1,,,1,9,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,3,2,2,2,2,2,1,3,1,29,3,21,5490
91,4,1,1,2,6,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,3,3,1,3,1,1,2,1,1,3,3,3,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,2,2,1,,,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,3,2,3,2,2,2,2,2,1,3,1,45,3,21,7321
92,5,1,2,3,3,1,2,2,5,1,2,2,2,2,2,2,1,2,1,1,3,1,1,1,1,1,1,3,3,1,1,1,1,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,2,2,2,2,2,1,3,2,22,3,21,3915
